Sample,Naive_007,Naive_027,Naive_071,Naive_109,Naive_127,Naive_139,QC_001,QC_003,QC_005,Semi_025,Semi_045,Semi_061,Semi_091,Semi_143,Semi_157
Label,Naive,Naive,Naive,Naive,Naive,Naive,QC,QC,QC,Semi_immue,Semi_immue,Semi_immue,Semi_immue,Semi_immue,Semi_immue
98.5122__203.79,4007877802.50211,4959054993.27148,3502122721.9952,0,2269794221.71629,3422754679.99312,2853000947.28567,2903266817.04999,1441241356.07148,2239859869.29331,2085236873.39309,5818444565.99653,2870520131.19252,1722205928.55434,1961087832.00291
98.5123__131.59,555828.68011,907160770.23172,1014063479.77454,0,385309700.31087,986245061.70794,18851602.32381,27785385.57853,32153924.8827,917111793.28459,799077180.00851,1828752219.57321,850767231.3081,1753696185.46103,892634841.73957
98.5123__176.92,2619589850.42772,1249582046.44495,1287739990.3963,0,1344836679.02831,1241988028.29209,452544780.25407,1178479.3773,626388745.27768,1329857814.55717,1209510607.27891,120906211.812,1347099646.30522,2245821022.41511,88473056.33628
98.5123__90.49,1095597924.99862,1043995529.30421,1429043563.93824,0,1072120709.27297,1259332957.84235,947871941.42043,1875348909.50697,1796976952.68465,1838022223.00659,1520821554.37167,1024444710.59466,1506695888.63195,1226441560.57183,1759012446.12742
98.5123__158.93,1898040065.96349,1302007052.58192,2137091643.89023,0,1846055411.69916,1953452091.35557,169248445.26277,268321399.8539,276134726.10171,1629351387.18248,2208864516.64704,1982532901.33574,1588013079.94095,1607065901.49137,1442611456.96872
98.658__86.41,0,0,0,0,0,0,646951.72618,434565.12359,459847.11458,336872.36378,123666.12673,421251.70786,316192.07527,916831.27537,513716.31828
98.9191__71.98,12943375.52607,14635719.48572,12160287.75126,12573984.22091,13534941.92797,9966155.62545,78018204.56415,75106441.81478,72475408.54972,34784705.53884,30836002.63286,31925045.3187,32218972.14653,41727314.78027,38970892.50717
99.0138__24.74,1640010.60864,1488031.35373,1043196.57864,1792018.94621,1360780.72487,1783847.56894,6568873.86466,6956055.41788,6023796.16536,4300984.90781,2946613.2563,4694467.65076,2572814.49905,3587418.66188,4667872.86788
99.0138__36.11,1009599.71841,989971.96221,240830.44174,921236.2208,1480727.05298,2122091.82573,3057677.17124,949650.29363,3175380.30704,2755024.78897,2639432.40451,2702018.70905,2639293.93554,2503320.80329,2419903.13665
99.0139__203.6,259402502.34991,332209231.95052,164361211.65323,318875045.38256,150028198.46226,8936665.99283,38258588.44134,217163363.49294,208039148.02161,164583732.25042,391531929.17126,423537314.55414,302550928.7772,106507986.40978,124876935.51283
99.0139__90.47,92990853.98214,90126567.80731,97034114.70902,0,58837924.02233,89037174.19631,116839027.58308,124814526.14154,115192396.21172,117478987.6352,98789308.08396,60110704.23939,96100205.53212,102099488.82758,84171974.8613
99.0143__140.15,19489643.66913,21869874.5908,83318317.61943,69003257.15752,37188586.09334,63387395.12641,0,24584.60515,493351.99099,62120392.64373,55239046.69433,0,51663854.83139,0,79273197.14016
99.0475__131.21,53488875.74558,72758028.95672,5722461.61895,73438555.91841,40725958.49582,112176065.20407,79420192.74303,30412738.97297,34044216.60703,61416312.47563,22876643.6601,41339344.86145,43691087.58054,51511156.83698,0
99.0806__254.69,92467623.75511,95675464.34486,71346422.6149,0,50260982.56014,122371090.80265,104254746.59025,78858519.02207,75147042.62747,65258820.22914,50535291.1943,24897113.9785,53606364.20485,21989590.43019,67871876.98532
99.0806__121.94,16445163.12569,18557530.61049,2565837.78417,0,0,23600109.81559,15921271.45827,22057162.52754,20275679.11913,16535557.40671,15025083.65315,20296391.49731,22093972.29193,23989521.43049,17791365.79903
99.0806__105.59,51742440.66549,51784243.66353,47989868.45421,72933926.67089,62733138.80353,58121313.89843,152445.53201,51341186.84753,51041560.01484,20728800.99898,22707745.95122,21169734.37302,26744216.68458,27741907.38583,52494919.96217
99.0806__180.78,125560669.63824,84152932.93013,123417504.84848,96416761.35224,9345154.18632,109590752.20621,120613725.13875,51316554.20212,42120234.37468,32445174.91083,40620455.2135,5777029.57261,36625690.91547,19650138.61722,51627172.46177
99.0806__158.95,121186634.14437,114679697.92999,185784926.02794,71680052.1805,23140256.11773,93803146.72344,4464199.92515,15528318.92864,4991347.51105,88559024.06637,23947338.48265,122034617.73326,102849735.12153,45628663.59865,5852907.11628
99.0806__78,17641306.48841,14631551.23307,11339949.07601,63263024.28446,12969064.9901,49665826.41945,15816469.02839,16725290.65242,14979246.82431,11959165.57259,12171800.92751,11355400.69991,11727952.48419,17232542.39328,7445663.83688
99.0806__293.92,81694055.00381,94169317.31522,101351828.54935,296591214.94621,101561101.28914,172926512.16281,73845909.36583,35574396.29906,68738642.1761,56300893.9409,58174494.03147,54955456.02833,85024441.28251,91038886.81304,76254714.14908
99.0807__222.05,61654566.43104,53920785.22761,74579529.42559,0,63671784.29481,66659316.22451,32379750.91424,53984331.36882,53262686.04075,76025964.34565,67655195.37573,46248712.21573,59968502.18756,56622969.82961,66308308.67677
99.0807__214.42,54544840.26435,52171677.59948,75956430.90012,74523394.93974,109123600.11384,32756771.18877,54359267.91542,39707548.58925,57016806.96813,37415019.56266,39923548.3706,47101758.65587,71918099.95386,8930811.17228,65097860.73544
99.0807__85.81,36029287.746,23939917.43027,66761891.57365,0,2273550.07136,25868777.16495,46268613.8576,21290716.96202,19528671.30116,15319688.44546,19742559.41776,15213111.24986,18425173.54673,26484337.11389,27841469.57269
99.0807__24.45,503872.31622,420832.2969,263583.51446,704592.17431,405349.62756,702181.02696,651164.76563,810762.05317,708954.12233,543254.44461,401067.30389,925028.42032,540217.09399,447585.65177,821151.8657
99.0807__239.64,58529696.07249,82253197.92335,71965968.29086,80185773.61206,78142414.43752,74647397.04396,58987960.09148,93246595.36133,63974871.28824,48744839.42339,89855662.48087,9237866.11881,6705895.30074,62279358.61752,42555808.75895
99.1782__112.88,8391.64067,57186.93314,106429.23877,0,0,25672.96609,106474.40682,92498.72872,116270.45672,145092.48209,206090.00561,218231.79631,161893.56322,155292.09215,69902.58668
99.5124__90.3,13028894.42382,13595833.56213,1119745.30826,0,226003.61303,12869752.43011,17422999.5312,20965596.1904,19632751.49474,17399629.40295,19873209.61073,19400995.99313,17976463.33468,14812305.90895,18054276.14655
99.5124__204.57,57392775.60727,49940025.03662,66590789.77916,6385714.64063,47608842.95088,72233210.54339,44116924.83189,50874787.34539,55846981.56027,92952461.01287,71975861.46172,89230557.71206,74931317.03904,50773147.34999,136767907.47298
99.5125__24.67,1921849.08453,2122709.34383,1330352.49438,2621318.56333,1719475.36748,2654136.23781,4940092.05107,5404738.17378,4541164.65138,2754622.42757,2251825.52849,3776629.05748,2078361.91519,2035774.25291,2751368.01725
99.5125__137.76,91548351.71729,103381211.04313,110218574.17077,125970689.09788,126828537.12362,119020896.33906,5372650.67989,8687563.70266,11258702.43771,86356979.64346,75430974.0393,83363124.09403,72618990.76862,42813137.78706,99993335.4231
99.5125__160.64,146349443.71977,217997965.88134,222754175.77742,159074005.23416,10585463.06461,85098396.52437,1019114290.21397,28196556.4023,28842226.43558,108627714.44213,120845112.4949,107185001.47792,85959621.44779,105530084.21348,117862496.74131
99.5313__104.1,1392218.439,1360725.7026,1225855.1024,1098236.95235,1075556.29315,869489.29973,13949822.83638,1577202.94435,1492730.73296,28635606.54761,16170952.28482,14611839.93304,13066263.45798,1934136.90334,18458904.45446
100.0759__86.99,720126.6352,1065276.90327,760708.27731,637792.90425,1543491.59642,773047.85853,1083831.4012,1455242.50487,1344760.4394,1873830.6779,1875046.91287,2436482.09489,2154883.5529,1960122.63235,956702.32155
100.0759__41.41,5082717.91646,7412508.47007,1370467.98606,792965.25313,23312396.11156,8787303.30932,23422470.44325,21094925.57703,22705902.70402,4246652.50667,4891110.97292,32772418.10267,18301853.93329,8886322.59965,10900408.27778
100.0759__125.72,735483.32762,978793.24068,1171364.52589,34446.8664,1083396.76267,1823527.26057,3274991.4843,107032995.17262,3531202.38318,1829238.63597,1212791.26069,1374616.29169,2934037.17848,1826348.94863,998433.42145
100.0761__24.2,519032.37036,2265247.22551,381072.94134,735474.84299,505529.34081,3723935.95838,2622020.10224,2234662.10688,2239183.79401,2544577.22878,1322088.35305,2966226.47715,2463021.14005,2437237.32951,3234663.837
100.1123__56.83,8625195.69263,8571127.35526,11047619.53596,8984691.07385,6596626.58133,8620950.94549,1477895.06696,22426170.84342,1501061.62857,14799536.61625,11503910.96396,1155748.28571,12452803.10811,33984460.13808,18414290.9172
100.3713__164.03,13616.65889,0,0,0,0,0,0,0,0,270313.18739,216047.62793,270014.18752,226156.73502,287261.77401,566732.68295
100.5102__161.33,69836238.20364,32701184.44019,80574763.74509,61751526.56151,32658466.949,77066947.82002,11684372.01745,15358042.21562,14933519.73817,56258499.93282,53126267.21768,33062051.17556,26718277.5262,36870255.5299,44211600.20988
100.5102__24.63,682179.08435,741128.30097,373167.84879,1050058.06702,568596.18295,1005702.93621,1939068.86542,1884314.66263,1719803.51546,1126424.0834,873854.05102,1582197.57984,830685.53167,632584.05854,892749.85666
100.5103__137.04,33446090.80154,38850285.20219,40037533.0928,47856265.33952,47837067.17651,15558581.85276,1080768.07075,2469375.53829,3607365.23787,32144203.77935,18845157.29261,30373569.71796,27828948.65258,27751174.60738,38383197.99077
100.9172__72.02,720784.52077,963484.38399,789792.20514,795990.46319,820803.37537,518660.9819,5862287.55216,5344520.75096,5541761.45288,2564704.32854,2295669.27881,2367109.13462,2377969.95762,2992488.86274,2760650.6677
100.9887__103.71,0,0,0,0,0,0,585383.08515,567156.13263,434902.62978,162407.10436,8287.80378,234785.64328,31281.54998,60917.44855,221675.1181
101.0601__24.07,470803.64314,570207.57654,250433.74121,648532.41678,529248.87828,198876.72904,229573.63408,215842.22501,156444.54179,1227761.55615,770693.85751,894015.96746,708172.28207,939134.51087,1343449.01842
101.0712__127.85,0,2382735.26094,3841224.48446,2033359.84202,5807081.3959,1345034.7494,10799517.65211,10223064.20439,9940608.10668,4648126.78245,4436526.57371,7383686.18346,3758303.57115,6313888.32814,6568098.82117
101.0793__41.03,59164.72496,183971.5441,13460.825,0,1050285.59531,380626.74485,1243215.94751,1155245.10474,1291230.65372,170676.80298,226042.58688,1814767.47565,959360.90957,458276.15919,597129.32966
101.1157__57.29,443529.13795,452896.80036,558447.52825,432373.70845,279974.1216,451421.06501,1047446.74093,1461134.05979,1459750.64557,147889.65439,98690.76508,641127.48475,106189.78213,571092.76088,203718.28699
102.0341__24.47,9451.07171,20142.39285,3741.28153,0,8431.26663,46968.53678,193088.18346,172125.65584,153527.13017,23347.18368,11992.13631,0,9438.49087,51458.78945,5553.08363
102.0342__103.69,5801788.99304,5157268.6134,5201763.56699,5265933.81533,5022779.69623,4773863.22921,7313768.82198,7137875.65039,7389258.31752,6558192.40749,5688935.1853,5540726.6997,5612997.4421,17424657.08504,8277819.40781
102.0342__173.25,106492022.00452,133331558.56421,91284227.16674,127344639.58337,256814551.05569,152776397.29057,449111131.04629,12541246.08331,8980294.54038,82296513.77838,76933755.0935,154816150.26325,92361897.94564,299462782.31216,128208081.4118
102.0342__140.71,39682690.25497,27664095.03248,28272457.06669,29365686.63155,33872669.30502,30214699.41376,1721681031.12135,2756743440.37099,2095479003.55186,4537438.22692,4239050.26511,5320295.60731,4593731.75303,38514364.79,19281194.37749
102.0554__117.78,5566415.11856,5463912.09639,3107194.63987,5534557.0659,6231666.5367,2943102.98308,26316801.44564,24572835.17506,22098909.98324,10517310.69213,11469196.44896,17657137.01059,22656618.24519,15955825.39774,23020132.53632
102.0916__87.05,3486562.92654,3720103.44993,5854994.79338,4224302.75482,1024581.98951,3711287.86158,4506178.41499,466571.38406,431527.6949,5657697.91947,6048029.78897,5805351.51379,9719985.3578,6453741.89261,7435243.57138
102.0916__24.39,378179.3979,590496.7931,398063.02385,774779.87977,286255.55347,857788.88241,1315037.37719,1414873.93606,1406527.77981,1588226.33849,1203455.51275,1646840.72079,1256227.45205,952243.60084,1915019.05738
102.128__58.53,16570899.94309,15678832.91074,14612492.32383,876922.29975,659052.72789,15425352.23311,6644013.31216,7918945.09208,6877222.78847,8321746.9314,6785966.23238,6341505.22648,6903468.80244,9101908.23116,6235939.29857
103.0506__139.75,356332.32951,88387.59647,50230.31285,0,132382.88529,15655.04356,42259102.77988,36201520.54557,16190343.40744,0,0,0,0,366539.72234,772127.52542
103.0544__84.65,592397.26793,282356.35774,35611.54898,0,16271.25925,207276.6723,9110090.41139,8863756.8984,8515520.87399,2322745.23469,1392412.35989,3698070.85773,3044304.47022,3640376.75402,9023665.94563
103.0545__108.27,5417903.45591,4715234.05827,5620833.70487,6979906.14845,5487482.71394,6450819.20518,5690281.6155,5207690.99173,9296500.43887,3350701.02212,4438517.34807,4694883.64908,5376701.75598,2427430.34854,11440313.60756
103.0574__28.66,0,0,0,0,0,0,0,0,0,431533.68848,54461.82704,335462.60775,342785.78583,278701.47688,211091.24624
103.0585__117.85,17012.54214,15516.41455,0,0,15950.59292,12654.47879,587118.91955,529339.72331,531162.63299,179695.44466,297620.77234,436336.49159,765085.15697,422343.08507,596806.37532
103.1313__57.84,232704.29201,127062.67784,29696.57094,0,0,83350.56719,118732.17282,143830.03941,127955.97594,374087.40774,301133.50774,293325.23199,317255.9727,115037.60983,188471.64573
103.6273__129.43,263114.50434,203949.65837,320041.55691,235465.19444,67178.08189,484485.65862,0,0,0,36235.2295,99443.98162,112825.00891,69638.23033,0,68108.17108
103.9559__55.89,195510.50337,540461.30674,668236.0633,601959.59776,436747.95347,654605.32719,526470.05597,370329.07542,325002.69146,1125854.74874,1243942.60143,938936.6729,1159422.31115,1017013.22191,1075592.14592
103.9561__6.19,413238.41948,524531.89116,415879.01147,959370.73749,423105.4126,883276.7049,537696.57921,577143.85793,671775.8452,498582.04991,2090113.18661,384356.24902,480180.03059,320007.52765,410492.72101
104.0709__138.83,24542048.33327,26406755.45695,17825694.33244,13869535.96165,24747693.39761,12390360.5749,47818849.63846,41461132.08476,40233521.13488,26001556.83729,19867018.11436,36505562.70607,18912413.7436,24249157.76788,47134933.00705
104.1071__107.61,30251577.54889,42670230.77494,250948.75159,431060.10807,334454.33055,47968736.33597,427502546.96734,398462273.17213,385116741.14364,2328241162.71264,426620.03357,2501425346.88422,324938.23378,439560958.34389,689745759.84015
104.1072__90.24,44289697.86765,67138743.03139,138306121.16194,105002685.10751,97535968.00285,75956767.07752,11857671.505,11206048.47819,10262898.11514,927475357.28307,307281.79941,278412.8152,1314378.82733,6383324.67901,5351052.13315
104.1072__118.9,565271530.59945,581699602.03981,468516278.91707,5333411.74782,1016687971.90142,595912237.90456,13018032.04716,11391779.66136,11143739.08138,657711996.09026,3883819.46517,576400742.55935,728644446.0202,598088685.3685,612078515.90871
104.1073__191.37,2006701.0326,2159040.92071,1265217.8363,0,3805635.34237,1391655.81412,10421998.19058,8988857.09939,7764822.11813,3366196.09773,3058883.3923,5043345.78723,3573617.92017,3134688.53739,5508218.57517
104.1073__151.86,117849916.90897,169101911.15734,52102771.70828,165276622.71722,180025629.11262,68306665.9606,150818272.0347,158795044.32805,143532752.62139,169712486.15438,61893553.418,52255671.99877,141195086.31444,66399453.2208,153182670.16735
104.8327__56.66,0,0,0,0,0,0,168884.32476,161760.05314,142035.27737,0,0,0,0,0,0
104.9926__58.32,820222.7554,575241.0687,265005.17178,226435.67143,157725.59273,129617.04791,1058201.51938,1398334.20912,1091323.88431,327642.36491,290339.34986,520101.47393,102582.58102,35531988.44637,121139.13305
105.0742__138.89,824303.59587,541101.24053,422617.02031,0,300953.05205,158460.21197,1376049.02263,1099509.38889,1358332.1201,947394.20058,722835.63645,1410696.19331,691349.31878,570911.57126,1728385.25004
105.0911__24.22,10473297.84706,15792323.16271,79368.83318,15529876.72307,8421996.99577,21240774.60101,2517376.08051,2408550.67902,2052416.3473,19732372.88963,17233448.40297,6522162.97226,12218778.30679,616260.86559,22774345.75895
105.1106__106.35,1393623.84865,2185592.07697,2744484.26239,0,929443.22536,2471103.99896,23864389.5414,22125080.4709,20802263.66036,132533678.66722,122003646.49581,138681082.68024,108368382.99637,27104093.86467,36297125.82715
105.1106__84.5,2179685.17362,3341113.26634,3458809.16734,0,2914524.1219,2531980.24459,130383395.78791,123640912.26074,114346918.83318,55922221.97471,25786371.19168,93244740.47912,88095300.40947,123263876.38543,124153708.64601
105.1106__118.98,31085144.13623,31307772.35999,25617650.25604,30021886.21513,57989367.49082,32143720.918,46145786.14368,30369864.54045,25473414.65878,36711011.84645,29576501.47929,30754418.96028,37810563.84739,32314384.73828,31286965.92007
105.9541__55.76,71860.89623,209040.43317,231862.46333,188747.50687,164312.34379,212693.46791,192219.6578,130804.87896,128225.93744,483459.42588,510717.21786,378813.68878,527538.57079,369676.45614,338624.85952
106.0865__119.16,976754.84031,870015.01389,15154612.70451,902186.18132,1767757.31617,1019065.18712,83413806.29354,437521.34099,75777419.03951,64475029.55067,67178691.3207,63799899.53626,93468957.53091,94127420.87395,71272883.26867
106.0946__24.35,524644.75134,872576.00145,260519.64759,865034.00912,443598.19937,1039150.70023,150298.5364,162194.35464,0,1096615.08371,915855.14427,1570692.26192,595932.94826,1189672.65638,1218085.07463
106.1115__84.5,11181.45124,0,0,0,0,0,4769947.5606,4366786.23355,4134210.91904,1766197.86983,766411.86338,3344293.73886,3473332.71247,4525764.1687,4283030.0037
106.9509__117.09,7408397.95908,7856844.69938,6152148.24324,6609765.75124,7490236.88127,6407360.58026,13595039.23128,13321416.13996,13202853.935,2933359.26389,2600936.24645,2307855.34803,1898276.39638,5510005.1337,4139097.21036
106.9509__73.22,1568352.93751,1873504.44802,1660106.52686,1493859.73292,1411993.41578,1324165.97722,9053433.07259,8969322.81752,8924521.01278,4475363.45327,3919250.71166,4068523.51616,4365461.20547,9279770.8389,4434733.3885
106.9993__58.3,424305.68092,460433.0802,397825.15772,677705.95239,725894.22015,405027.82805,2279180.91803,2539455.92141,2084424.88256,1425451.96561,1091211.29236,2010954.10581,1305353.16549,2058301.9248,2966844.27664
107.0494__108.32,868104.2224,745109.14686,984988.87567,1190597.67659,845126.9934,1015080.33012,1195913.71147,884407.93937,835841.43048,710357.0427,849387.07284,758814.01781,943829.94292,556212.49251,1252149.66523
107.0495__84.43,57356.2233,7436.27685,47173.51886,0,36540.15176,48595.24805,1351708.76912,1621979.37767,1409857.01563,339370.57882,223474.11131,574620.58259,386374.86277,661561.14793,1506640.4328
